symbol,accuracy,avg_pnl,avg_pnl_pct,cagr,confidence_buckets,f1_score,gross_loss,gross_profit,loss_count,max_drawdown,optimal_confidence_threshold,precision,precision_buy,prediction_counts,profit_factor,recall,sharpe_ratio,total_trades,trade_expectancy,train_accuracy,train_test_gap,val_accuracy,val_test_gap,win_count,win_rate,window_index
HCLTECH.NS,0.568,689.8592528889998,0.03613336289921454,0.03763782517183634,"{'low': {'count': 62, 'correct': 32}, 'medium': {'count': 46, 'correct': 24}, 'high': {'count': 17, 'correct': 15}}",0.562988989294139,0,2069.577758666999,0,0.00406683828722741,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.560653135100194,0.35714285714285715,"{0: 26, 1: 85, 2: 14}",inf,0.568,-1.1055655831727362,3,"{'expectancy': np.float64(689.8592528889998), 'avg_win': np.float64(689.8592528889998), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 3}",0.9093137254901961,0.3413137254901961,0.7317073170731707,0.16370731707317077,3,1.0,1
HDFCBANK.NS,0.352,-1116.0713408203092,-0.027789152695176546,-0.025054014200454056,"{'low': {'count': 43, 'correct': 15}, 'medium': {'count': 74, 'correct': 26}, 'high': {'count': 8, 'correct': 3}}",0.3479768115942029,1116.0713408203092,0,1,0.012563597499851021,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.38051398712433965,0.2727272727272727,"{0: 47, 1: 67, 2: 11}",0.0,0.352,-5.211471668062961,1,"{'expectancy': np.float64(-1116.0713408203092), 'avg_win': 0, 'avg_loss': np.float64(1116.0713408203092), 'win_rate': 0.0, 'total_trades': 1}",0.8860294117647058,0.5340294117647059,0.5609756097560976,0.20897560975609764,0,0.0,1
HDFCLIFE.NS,0.336,85.65653601074462,0.008864410333994467,0.001202618344908979,"{'low': {'count': 43, 'correct': 16}, 'medium': {'count': 50, 'correct': 11}, 'high': {'count': 32, 'correct': 15}}",0.302952380952381,636.2740253906205,893.2436334228544,2,0.013579506097023342,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.42484705882352936,0.23529411764705882,"{0: 5, 1: 35, 2: 85}",1.4038662553834025,0.336,-2.8732542188604717,3,"{'expectancy': np.float64(85.65653601074459), 'avg_win': np.float64(893.2436334228544), 'avg_loss': np.float64(318.13701269531026), 'win_rate': 0.3333333333333333, 'total_trades': 3}",0.8737745098039216,0.5377745098039215,0.7235772357723578,0.38757723577235775,1,0.3333333333333333,1
HEROMOTOCO.NS,0.424,0,,0,"{'low': {'count': 52, 'correct': 16}, 'medium': {'count': 59, 'correct': 32}, 'high': {'count': 14, 'correct': 5}}",0.43347725894481504,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.5040697167755992,0.0,"{0: 68, 1: 54, 2: 3}",0,0.424,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.8811274509803921,0.45712745098039215,0.6097560975609756,0.1857560975609756,,0,1
HINDALCO.NS,0.328,440.6405968424495,0.021247526332736345,0.02304895189530143,"{'low': {'count': 54, 'correct': 26}, 'medium': {'count': 50, 'correct': 11}, 'high': {'count': 21, 'correct': 4}}",0.3600119047619048,223.3909863281242,1545.3127768554727,1,0.014742139399092323,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.41823776223776227,0.09090909090909091,"{0: 40, 1: 52, 2: 33}",6.917525197662475,0.328,-1.2214547446338626,3,"{'expectancy': np.float64(440.6405968424495), 'avg_win': np.float64(772.6563884277364), 'avg_loss': np.float64(223.3909863281242), 'win_rate': 0.6666666666666666, 'total_trades': 3}",0.8823529411764706,0.5543529411764705,0.5040650406504065,0.17606504065040646,2,0.6666666666666666,1
HINDUNILVR.NS,0.512,2309.8031445312517,0.05683598921371569,0.0439630146982366,"{'low': {'count': 42, 'correct': 20}, 'medium': {'count': 55, 'correct': 27}, 'high': {'count': 28, 'correct': 17}}",0.5225491937188875,0,2309.8031445312517,0,0.00307718846450196,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5789127358490567,0.625,"{0: 53, 1: 64, 2: 8}",inf,0.512,-0.5922072445057844,1,"{'expectancy': np.float64(2309.8031445312517), 'avg_win': np.float64(2309.8031445312517), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8921568627450981,0.3801568627450981,0.6910569105691057,0.17905691056910567,1,1.0,1
ICICIBANK.NS,0.416,2248.227861816409,0.07251746122372936,0.04517928494012624,"{'low': {'count': 24, 'correct': 8}, 'medium': {'count': 64, 'correct': 31}, 'high': {'count': 37, 'correct': 13}}",0.4055440860215054,0,2248.227861816409,0,0.00028420032576564967,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.6586475455046884,1.0,"{0: 74, 1: 49, 2: 2}",inf,0.416,-0.9148286526361926,1,"{'expectancy': np.float64(2248.227861816409), 'avg_win': np.float64(2248.227861816409), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8725490196078431,0.45654901960784317,0.5528455284552846,0.13684552845528458,1,1.0,1
ICICIGI.NS,0.488,1930.2176843261739,0.09624232285631971,0.11673585309825851,"{'low': {'count': 33, 'correct': 18}, 'medium': {'count': 55, 'correct': 28}, 'high': {'count': 37, 'correct': 15}}",0.5068125566190083,0,5790.653052978521,0,0.0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.5771695680206318,0.23404255319148937,"{0: 12, 1: 66, 2: 47}",inf,0.48799999999999993,1.1589212372664097,3,"{'expectancy': np.float64(1930.2176843261739), 'avg_win': np.float64(1930.2176843261739), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 3}",0.9105392156862745,0.4225392156862745,0.7235772357723578,0.23557723577235778,3,1.0,1
ICICIPRULI.NS,0.44,-1285.97331207275,-0.05294802204924983,-0.05422929112916264,"{'low': {'count': 45, 'correct': 17}, 'medium': {'count': 53, 'correct': 25}, 'high': {'count': 27, 'correct': 13}}",0.43324162279833756,2571.9466241455,0,2,0.0273997789366715,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.4268305220883534,0.16666666666666666,"{0: 30, 1: 83, 2: 12}",0.0,0.44,-4.633853208297711,2,"{'expectancy': np.float64(-1285.97331207275), 'avg_win': 0, 'avg_loss': np.float64(1285.97331207275), 'win_rate': 0.0, 'total_trades': 2}",0.8909313725490197,0.45093137254901966,0.6504065040650406,0.21040650406504063,0,0.0,1
INDHOTEL.NS,0.344,676.8758829345727,0.04198172740121199,0.012486989181400787,"{'low': {'count': 39, 'correct': 14}, 'medium': {'count': 45, 'correct': 15}, 'high': {'count': 41, 'correct': 14}}",0.37614951800118035,0,676.8758829345727,0,0.00044322437249997166,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5947661227661228,0.2727272727272727,"{0: 78, 1: 36, 2: 11}",inf,0.344,-6.71120227559648,1,"{'expectancy': np.float64(676.8758829345727), 'avg_win': np.float64(676.8758829345727), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8639705882352942,0.5199705882352942,0.5121951219512195,0.16819512195121955,1,1.0,1
INDIGO.NS,0.384,-1248.5191278076147,-0.045627418248612286,-0.05305077537646352,"{'low': {'count': 40, 'correct': 19}, 'medium': {'count': 60, 'correct': 21}, 'high': {'count': 25, 'correct': 8}}",0.4231016042780748,2497.0382556152294,0,2,0.02679606754945955,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.5963395445134574,0.2857142857142857,"{0: 69, 1: 42, 2: 14}",0.0,0.384,-4.275488500767314,2,"{'expectancy': np.float64(-1248.5191278076147), 'avg_win': 0, 'avg_loss': np.float64(1248.5191278076147), 'win_rate': 0.0, 'total_trades': 2}",0.9031862745098039,0.5191862745098039,0.6422764227642277,0.2582764227642277,0,0.0,1
INDUSINDBK.NS,0.376,758.247500610355,0.03699359120392179,0.013821115837785669,"{'low': {'count': 43, 'correct': 15}, 'medium': {'count': 62, 'correct': 27}, 'high': {'count': 20, 'correct': 5}}",0.41263244442040353,0,758.247500610355,0,0.0015634552009773325,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5654666666666667,0.6,"{0: 60, 1: 60, 2: 5}",inf,0.376,-3.750102001199714,1,"{'expectancy': np.float64(758.247500610355), 'avg_win': np.float64(758.247500610355), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.9019607843137255,0.5259607843137255,0.5934959349593496,0.2174959349593496,1,1.0,1
INFY.NS,0.416,1208.1129541015662,0.04177735777810633,0.022331692550848325,"{'low': {'count': 77, 'correct': 31}, 'medium': {'count': 45, 'correct': 20}, 'high': {'count': 3, 'correct': 1}}",0.412362287939186,0,1208.1129541015662,0,0.0057322320266676805,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.40956490738587925,0.3181818181818182,"{0: 34, 1: 69, 2: 22}",inf,0.416,-1.6975591609806582,1,"{'expectancy': np.float64(1208.1129541015662), 'avg_win': np.float64(1208.1129541015662), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.9019607843137255,0.4859607843137255,0.6747967479674797,0.2587967479674797,1,1.0,1
IOC.NS,0.312,985.3346935882635,0.02532892205797865,0.0171097777998106,"{'low': {'count': 67, 'correct': 19}, 'medium': {'count': 41, 'correct': 13}, 'high': {'count': 17, 'correct': 7}}",0.3469963414634146,0,985.3346935882635,0,0.001353921759534569,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.4505964160776755,0.047619047619047616,"{0: 58, 1: 46, 2: 21}",inf,0.312,-3.39294708169355,1,"{'expectancy': np.float64(985.3346935882635), 'avg_win': np.float64(985.3346935882635), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8725490196078431,0.5605490196078431,0.5691056910569106,0.25710569105691056,1,1.0,1
IRFC.NS,0.2992125984251969,-869.9986799672429,-0.04306847769800739,-0.055593063741721016,"{'low': {'count': 69, 'correct': 23}, 'medium': {'count': 54, 'correct': 15}, 'high': {'count': 4, 'correct': 0}}",0.2973769562923741,2609.9960399017286,0,3,0.028251049798588647,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.4416825528387899,0.17333333333333334,"{0: 14, 1: 38, 2: 75}",0.0,0.2992125984251969,-5.666473961927787,3,"{'expectancy': np.float64(-869.9986799672429), 'avg_win': 0, 'avg_loss': np.float64(869.9986799672429), 'win_rate': 0.0, 'total_trades': 3}",0.8927250308261405,0.5935124324009436,0.680327868852459,0.3811152704272621,0,0.0,1
ITC.NS,0.544,663.2388604431175,0.024743271129897448,0.03419690693483424,"{'low': {'count': 77, 'correct': 40}, 'medium': {'count': 48, 'correct': 28}, 'high': {'count': 0, 'correct': 0}}",0.562988271290158,0,1989.7165813293523,0,0.004993607916289218,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.6042539682539682,0.16666666666666666,"{0: 35, 1: 72, 2: 18}",inf,0.544,-1.136093606788179,3,"{'expectancy': np.float64(663.2388604431175), 'avg_win': np.float64(663.2388604431175), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 3}",0.8688725490196079,0.3248725490196078,0.5528455284552846,0.008845528455284524,3,1.0,1
JINDALSTEL.NS,0.376,0,,0,"{'low': {'count': 62, 'correct': 28}, 'medium': {'count': 48, 'correct': 17}, 'high': {'count': 15, 'correct': 2}}",0.35247037971910644,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.48755935828877006,0.5,"{0: 55, 1: 68, 2: 2}",0,0.376,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.8786764705882353,0.5026764705882353,0.5691056910569106,0.19310569105691056,,0,1
JSWENERGY.NS,0.32,797.1093983764657,0.062298249315135744,0.03039901139197232,"{'low': {'count': 61, 'correct': 19}, 'medium': {'count': 46, 'correct': 13}, 'high': {'count': 18, 'correct': 8}}",0.30556306117596443,0,1594.2187967529314,0,0.004888915082863823,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.33884045584045586,0.34615384615384615,"{0: 72, 1: 27, 2: 26}",inf,0.32,-1.1159569564069272,2,"{'expectancy': np.float64(797.1093983764657), 'avg_win': np.float64(797.1093983764657), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 2}",0.8872549019607843,0.5672549019607842,0.6341463414634146,0.31414634146341464,2,1.0,1
JSWSTEEL.NS,0.3821138211382114,421.22830200195483,0.030765725138842345,0.013857254158645471,"{'low': {'count': 78, 'correct': 30}, 'medium': {'count': 36, 'correct': 15}, 'high': {'count': 9, 'correct': 2}}",0.3773036459947177,820.2152499999972,1662.671854003907,1,0.009615646171249973,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.4613153173785259,0.14285714285714285,"{0: 71, 1: 45, 2: 7}",2.0271164843666494,0.3821138211382114,-2.179494251422812,2,"{'expectancy': np.float64(421.22830200195483), 'avg_win': np.float64(1662.671854003907), 'avg_loss': np.float64(820.2152499999972), 'win_rate': 0.5, 'total_trades': 2}",0.8895705521472392,0.5074567310090279,0.6097560975609756,0.2276422764227642,1,0.5,1
KOTAKBANK.NS,0.456,869.4119613647482,0.04482906341770143,0.05010803631478811,"{'low': {'count': 57, 'correct': 20}, 'medium': {'count': 56, 'correct': 27}, 'high': {'count': 12, 'correct': 10}}",0.4671316239316239,0,2608.2358840942447,0,0.010087039671202348,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.6210649080180493,0.26666666666666666,"{0: 67, 1: 43, 2: 15}",inf,0.456,-0.3027125799923021,3,"{'expectancy': np.float64(869.4119613647482), 'avg_win': np.float64(869.4119613647482), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 3}",0.8884803921568627,0.4324803921568627,0.6504065040650406,0.19440650406504062,3,1.0,1
LICI.NS,0.4636363636363636,0,,0,"{'low': {'count': 15, 'correct': 8}, 'medium': {'count': 53, 'correct': 25}, 'high': {'count': 42, 'correct': 18}}",0.2955681818181818,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.216930775646372,0.0,"{0: 1, 1: 109}",0,0.4636363636363636,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.898159509202454,0.4345231455660904,0.6666666666666666,0.203030303030303,,0,1
LODHA.NS,0.4297520661157025,1413.9119058227566,0.10615952258264846,0.05688260796604783,"{'low': {'count': 64, 'correct': 31}, 'medium': {'count': 47, 'correct': 16}, 'high': {'count': 10, 'correct': 5}}",0.37472060521479716,0,2827.823811645513,0,0.0036787693269040027,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.46813853754225215,0.6129032258064516,"{0: 81, 1: 9, 2: 31}",inf,0.4297520661157025,-0.09181200160506471,2,"{'expectancy': np.float64(1413.9119058227566), 'avg_win': np.float64(1413.9119058227566), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 2}",0.9008567931456548,0.4711047270299523,0.6585365853658537,0.2287845192501512,2,1.0,1
LT.NS,0.28,0,,0,"{'low': {'count': 63, 'correct': 23}, 'medium': {'count': 46, 'correct': 5}, 'high': {'count': 16, 'correct': 7}}",0.2871754385964912,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.5808444444444444,0.6666666666666666,"{0: 90, 1: 32, 2: 3}",0,0.28,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.8909313725490197,0.6109313725490196,0.5853658536585366,0.3053658536585365,,0,1
M&M.NS,0.44,-1017.2343504638657,-0.0415048025811924,-0.022008097588121167,"{'low': {'count': 63, 'correct': 26}, 'medium': {'count': 51, 'correct': 25}, 'high': {'count': 11, 'correct': 4}}",0.4943760577915376,1017.2343504638657,0,1,0.014436429495627947,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5892916952642415,0.125,"{0: 47, 1: 62, 2: 16}",0.0,0.44,-5.420923846074308,1,"{'expectancy': np.float64(-1017.2343504638657), 'avg_win': 0, 'avg_loss': np.float64(1017.2343504638657), 'win_rate': 0.0, 'total_trades': 1}",0.8921568627450981,0.4521568627450981,0.5934959349593496,0.1534959349593496,0,0.0,1
MARUTI.NS,0.416,412.83887695313024,0.015638829596441455,0.006439200113016685,"{'low': {'count': 64, 'correct': 19}, 'medium': {'count': 40, 'correct': 17}, 'high': {'count': 21, 'correct': 16}}",0.4249470504417213,0,412.83887695313024,0,0.0007256901663720782,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5394473507712944,0.16666666666666666,"{0: 71, 1: 42, 2: 12}",inf,0.416,-9.369641047559703,1,"{'expectancy': np.float64(412.83887695313024), 'avg_win': np.float64(412.83887695313024), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.9080882352941176,0.49208823529411766,0.6910569105691057,0.2750569105691057,1,1.0,1
MAXHEALTH.NS,0.45,1508.2325573120138,0.1213374355293188,0.02977020247663864,"{'low': {'count': 54, 'correct': 22}, 'medium': {'count': 52, 'correct': 27}, 'high': {'count': 14, 'correct': 5}}",0.38000405251416375,0,1508.2325573120138,0,0.0031822623541757724,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.4028389154704944,0.09090909090909091,"{0: 3, 1: 95, 2: 22}",inf,0.45,-2.156169428791051,1,"{'expectancy': np.float64(1508.2325573120138), 'avg_win': np.float64(1508.2325573120138), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8876678876678876,0.4376678876678876,0.5853658536585366,0.13536585365853654,1,1.0,1
MOTHERSON.NS,0.344,0,,0,"{'low': {'count': 20, 'correct': 9}, 'medium': {'count': 51, 'correct': 22}, 'high': {'count': 54, 'correct': 12}}",0.30828421514433624,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.47289285714285717,0.625,"{0: 96, 1: 21, 2: 8}",0,0.344,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.8982843137254902,0.5542843137254903,0.6422764227642277,0.2982764227642277,,0,1
NAUKRI.NS,0.424,155.70084517415546,0.00913436922796289,0.0052868937990500076,"{'low': {'count': 83, 'correct': 35}, 'medium': {'count': 40, 'correct': 17}, 'high': {'count': 2, 'correct': 1}}",0.4200372127794333,3.713482666015011,470.8160181884814,1,0.01237710246963408,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.4164957702144403,0.11764705882352941,"{0: 39, 1: 69, 2: 17}",126.78557045581162,0.424,-2.571448612372512,3,"{'expectancy': np.float64(155.70084517415546), 'avg_win': np.float64(235.4080090942407), 'avg_loss': np.float64(3.713482666015011), 'win_rate': 0.6666666666666666, 'total_trades': 3}",0.8909313725490197,0.4669313725490197,0.6178861788617886,0.19388617886178866,2,0.6666666666666666,1
NESTLEIND.NS,0.616,0,,0,"{'low': {'count': 26, 'correct': 13}, 'medium': {'count': 56, 'correct': 38}, 'high': {'count': 43, 'correct': 26}}",0.6034489866025422,,,,0,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 0}",0.6371171171171173,0.0,"{0: 51, 1: 74}",0,0.616,0,0,"{'expectancy': 0, 'avg_win': 0, 'avg_loss': 0, 'win_rate': 0}",0.9031862745098039,0.28718627450980394,0.6341463414634146,0.01814634146341465,,0,1
NTPC.NS,0.392,912.2665671386753,0.028322660170584497,0.016105532507917797,"{'low': {'count': 47, 'correct': 15}, 'medium': {'count': 47, 'correct': 18}, 'high': {'count': 31, 'correct': 16}}",0.41642506057459333,0,912.2665671386753,0,0.0008854470905328344,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.6609437229437229,0.25,"{0: 84, 1: 33, 2: 8}",inf,0.392,-4.209071082944707,1,"{'expectancy': np.float64(912.2665671386753), 'avg_win': np.float64(912.2665671386753), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8921568627450981,0.5001568627450981,0.6016260162601627,0.20962601626016264,1,1.0,1
ONGC.NS,0.48,68.36297162882568,0.00966907784224662,0.0021746559093129836,"{'low': {'count': 74, 'correct': 34}, 'medium': {'count': 34, 'correct': 20}, 'high': {'count': 17, 'correct': 6}}",0.49922063239710296,162.00784425353868,367.0967591400157,2,0.010150079697858111,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.526984584040747,0.15789473684210525,"{0: 31, 1: 75, 2: 19}",2.265919658590836,0.4799999999999999,-2.4982307188727293,3,"{'expectancy': np.float64(68.36297162882566), 'avg_win': np.float64(367.0967591400157), 'avg_loss': np.float64(81.00392212676934), 'win_rate': 0.3333333333333333, 'total_trades': 3}",0.9031862745098039,0.42318627450980395,0.7398373983739838,0.2598373983739838,1,0.3333333333333333,1
PFC.NS,0.36,-442.2327365722646,-0.016893560442941852,-0.010682751198055618,"{'low': {'count': 55, 'correct': 25}, 'medium': {'count': 47, 'correct': 13}, 'high': {'count': 23, 'correct': 7}}",0.33122655122655126,442.2327365722646,0,1,0.00533743751189817,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.4167741935483871,0.3333333333333333,"{0: 60, 1: 62, 2: 3}",0.0,0.36,-12.998664538593177,1,"{'expectancy': np.float64(-442.2327365722646), 'avg_win': 0, 'avg_loss': np.float64(442.2327365722646), 'win_rate': 0.0, 'total_trades': 1}",0.8921568627450981,0.5321568627450981,0.6422764227642277,0.2822764227642277,0,0.0,1
PIDILITIND.NS,0.36,-226.57673144530781,-0.005831728802206194,-0.007261691361382661,"{'low': {'count': 45, 'correct': 19}, 'medium': {'count': 48, 'correct': 17}, 'high': {'count': 32, 'correct': 9}}",0.37548584748584757,226.57673144530781,0,1,0.0036250353007249944,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.5127111111111112,0.4,"{0: 75, 1: 45, 2: 5}",0.0,0.36,-17.088639944396952,1,"{'expectancy': np.float64(-226.57673144530781), 'avg_win': 0, 'avg_loss': np.float64(226.57673144530781), 'win_rate': 0.0, 'total_trades': 1}",0.8848039215686274,0.5248039215686274,0.6829268292682927,0.32292682926829275,0,0.0,1
PNB.NS,0.296,1085.4908451004062,0.044795558911298654,0.02154316739798201,"{'low': {'count': 74, 'correct': 24}, 'medium': {'count': 43, 'correct': 12}, 'high': {'count': 8, 'correct': 1}}",0.31617558765222314,0,1085.4908451004062,0,0.002842678214616143,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.3699063829787234,0.2857142857142857,"{0: 50, 1: 47, 2: 28}",inf,0.296,-2.359739205439867,1,"{'expectancy': np.float64(1085.4908451004062), 'avg_win': np.float64(1085.4908451004062), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.8884803921568627,0.5924803921568627,0.6585365853658537,0.3625365853658537,1,1.0,1
POWERGRID.NS,0.52,-326.7600398254346,-0.014300207361840565,-0.017096704844600463,"{'low': {'count': 58, 'correct': 28}, 'medium': {'count': 62, 'correct': 32}, 'high': {'count': 5, 'correct': 5}}",0.520874482572642,655.247169921872,1.727090271002794,1,0.014278132978538097,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.5220043572984749,0.17647058823529413,"{0: 27, 1: 81, 2: 17}",0.0026357844036300417,0.52,-4.487629229493061,2,"{'expectancy': np.float64(-326.7600398254346), 'avg_win': np.float64(1.727090271002794), 'avg_loss': np.float64(655.247169921872), 'win_rate': 0.5, 'total_trades': 2}",0.9129901960784313,0.39299019607843133,0.6910569105691057,0.17105691056910566,1,0.5,1
RECLTD.NS,0.44,-782.4880895767187,-0.03146348799438809,-0.03325449201251285,"{'low': {'count': 88, 'correct': 37}, 'medium': {'count': 34, 'correct': 17}, 'high': {'count': 3, 'correct': 1}}",0.46550299800133244,1564.9761791534374,0,2,0.027506421516649206,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.5271698113207547,0.375,"{0: 53, 1: 48, 2: 24}",0.0,0.44,-2.3733102988538235,2,"{'expectancy': np.float64(-782.4880895767187), 'avg_win': 0, 'avg_loss': np.float64(782.4880895767187), 'win_rate': 0.0, 'total_trades': 2}",0.9117647058823529,0.4717647058823529,0.6910569105691057,0.2510569105691057,0,0.0,1
RELIANCE.NS,0.376,280.22262780761963,0.019959954111766615,0.01341525750569006,"{'low': {'count': 60, 'correct': 18}, 'medium': {'count': 47, 'correct': 21}, 'high': {'count': 18, 'correct': 8}}",0.37750854626936087,103.52033789062307,944.188221313482,1,0.0072206296153434,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 3, 'all_negative_expectancy': True}",0.4570467571644042,0.29411764705882354,"{0: 52, 1: 39, 2: 34}",9.120799260828216,0.376,-3.0270140261027567,3,"{'expectancy': np.float64(280.22262780761963), 'avg_win': np.float64(472.094110656741), 'avg_loss': np.float64(103.52033789062307), 'win_rate': 0.6666666666666666, 'total_trades': 3}",0.8933823529411765,0.5173823529411765,0.6747967479674797,0.2987967479674797,2,0.6666666666666666,1
SBILIFE.NS,0.456,336.81720117187797,0.012747220375524731,0.006374337578265887,"{'low': {'count': 54, 'correct': 26}, 'medium': {'count': 50, 'correct': 26}, 'high': {'count': 21, 'correct': 5}}",0.49225534424296036,0,336.81720117187797,0,0.001590366976616183,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 1, 'all_negative_expectancy': True}",0.584932551319648,0.25,"{0: 55, 1: 62, 2: 8}",inf,0.456,-8.16961161971327,1,"{'expectancy': np.float64(336.81720117187797), 'avg_win': np.float64(336.81720117187797), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 1}",0.9166666666666666,0.4606666666666666,0.7560975609756098,0.30009756097560975,1,1.0,1
SBIN.NS,0.264,712.2739638061548,0.025983972390651294,0.02687089022893141,"{'low': {'count': 16, 'correct': 7}, 'medium': {'count': 60, 'correct': 17}, 'high': {'count': 49, 'correct': 9}}",0.2609772055719713,0,1424.5479276123096,0,0.0071028533716371925,"{'optimal_threshold': 0.5, 'expected_return': 0, 'trade_count': 2, 'all_negative_expectancy': True}",0.4431325301204819,0.5,"{0: 83, 1: 40, 2: 2}",inf,0.264,-1.7474329704863232,2,"{'expectancy': np.float64(712.2739638061548), 'avg_win': np.float64(712.2739638061548), 'avg_loss': 0, 'win_rate': 1.0, 'total_trades': 2}",0.8982843137254902,0.6342843137254902,0.5772357723577236,0.3132357723577236,2,1.0,1
